id~title~year~rating~genres
19995~Avatar~2009~3~Action|Adventure|Fantasy|Science Fiction
206647~Spectre~2015~1~Action|Adventure|Thriller
49026~The Dark Knight Rises~2012~1~Action|Crime|Drama|Thriller
559~Spider-Man 3~2007~2~Fantasy|Action|Adventure
38757~Tangled~2010~3~Animation|Family
767~Harry Potter and the Half-Blood Prince~2009~3~Adventure|Fantasy
209112~Batman v Superman: Dawn of Justice~2016~2~Action|Adventure|Fantasy
1452~Superman Returns~2006~1~Science Fiction|Action|Adventure
10764~Quantum of Solace~2008~1~Adventure|Action|Thriller|Crime
57201~The Lone Ranger~2013~1~Action|Adventure|Western
49521~Man of Steel~2013~3~Action|Adventure|Science Fiction
2454~The Chronicles of Narnia: Prince Caspian~2008~3~Adventure|Family|Fantasy
41154~Men in Black 3~2012~1~Action|Comedy|Science Fiction
122917~The Hobbit: The Battle of the Five Armies~2014~1~Action|Adventure|Fantasy
1930~The Amazing Spider-Man~2012~2~Action|Adventure|Fantasy
57158~The Hobbit: The Desolation of Smaug~2013~3~Fantasy|Adventure|Action
2268~The Golden Compass~2007~3~Adventure|Fantasy
271110~Captain America: Civil War~2016~3~Adventure|Action|Science Fiction
135397~Jurassic World~2015~3~Action|Adventure|Science Fiction|Thriller
37724~Skyfall~2012~3~Action|Adventure|Thriller
558~Spider-Man 2~2004~1~Action|Adventure|Fantasy
12155~Alice in Wonderland~2010~3~Family|Fantasy|Adventure
8373~Transformers: Revenge of the Fallen~2009~3~Science Fiction|Action|Adventure
91314~Transformers: Age of Extinction~2014~3~Science Fiction|Action|Adventure
68728~Oz: The Great and Powerful~2013~3~Fantasy|Adventure|Family
20526~TRON: Legacy~2010~1~Adventure|Action|Science Fiction
10193~Toy Story 3~2010~3~Animation|Family|Comedy
534~Terminator Salvation~2009~2~Action|Science Fiction|Thriller
168259~Furious 7~2015~3~Action|Thriller|Crime
72190~World War Z~2013~3~Action|Drama|Horror|Science Fiction|Thriller
54138~Star Trek Into Darkness~2013~1~Action|Adventure|Science Fiction
81005~Jack the Giant Slayer~2013~0~Fantasy|Action|Adventure|Family
